timestamp,contact,latitude,longitude,altitude_m,voltage_v,luminosity_lux,temperature_1_c,temperature_2_c,humidity_percent,barometer_hpa,lpp_hex
2026-09-09T19:19:28+02:00,GaucsFig1,45.734300,11.374200,239.40,3.65,2,23.0,28.0,,,0174016d018806fa7f01bc4e005d8401650002016700e60167011800
2026-09-09T19:19:43+02:00,GaucsFig1,45.734300,11.374200,238.80,3.65,2,23.1,28.2,,,0174016d018806fa7f01bc4e005d4801650002016700e70167011a00
2026-09-09T19:19:58+02:00,GaucsFig1,45.734300,11.374200,236.60,3.65,2,23.2,28.0,,,0174016d018806fa7f01bc4e005c6c01650002016700e80167011800
2026-09-09T19:20:13+02:00,GaucsFig1,45.734300,11.374200,234.70,3.65,2,23.1,28.2,,,0174016d018806fa7f01bc4e005bae01650002016700e70167011a00
2026-09-09T19:20:28+02:00,GaucsFig1,45.734300,11.374200,233.50,3.65,2,23.2,26.2,,,0174016d018806fa7f01bc4e005b3601650002016700e80167010600
2026-09-09T19:20:43+02:00,GaucsFig1,45.734300,11.374200,234.30,3.64,8,23.3,28.2,,,0174016c018806fa7f01bc4e005b8601650008016700e90167011a00
2026-09-09T19:20:58+02:00,GaucsFig1,45.734300,11.374200,233.70,3.64,8,23.1,28.2,,,0174016c018806fa7f01bc4e005b4a01650008016700e70167011a00
2026-09-09T19:21:13+02:00,GaucsFig1,45.734200,11.374200,231.70,3.64,8,23.0,28.0,,,0174016c018806fa7e01bc4e005a8201650008016700e60167011800
2026-09-09T19:21:28+02:00,GaucsFig1,45.734200,11.374200,230.80,3.65,8,22.9,28.0,,,0174016d018806fa7e01bc4e005a2801650008016700e50167011800
